sampMatCode.base.building.DESC,organic,mean,sum,count
Head lettuces,0,0.0,0,40935
Head lettuces,1,0.0,0,2477
Hedgehog mushrooms,0,0.0,0,516
Hemp infusion leaves,1,0.0,0,214
Hemp seeds,0,0.0,0,632
Hemp seeds,1,0.0,0,644
Hen egg mixed whole,0,0.0,0,1027
Hen egg yolk,0,0.0,0,21
"Hen egg yolk, dried",0,0.0,0,1
Hen eggs,0,0.0008719726200597302,40,45873
Hen eggs,1,0.00018070112034694616,1,5534
Herbal infusion extracts (RPC derivatives),0,0.0008136696501220504,1,1229
Herbal infusion extracts (RPC derivatives),1,0.0,0,202
Herbal infusion materials from any other parts of the plant,0,0.0010834926704907585,17,15690
Herbal infusion materials from leaves and herbs,0,0.0009718172983479105,5,5145
Herbal infusion materials from leaves and herbs,1,0.0,0,2969
"Herbal infusions specific for infants and young children, dry",1,0.5,1,2
Hibiscus infusion flowers,0,0.003605769230769231,3,832
Hibiscus infusion flowers,1,0.0,0,1
Holy basil,0,0.0,0,431
Holy basil,1,0.0,0,283
Honey,0,0.0002467186420605941,20,81064
Honey,1,9.942334460131238e-05,1,10058
"Honey, blended",0,0.0,0,2405
"Honey, monofloral",0,4.9953792741713915e-05,2,40037
"Honey, monofloral",1,0.0,0,7734
"Honey, polyfloral",0,0.00013011515190943984,2,15371
"Honey, polyfloral",1,0.001579778830963665,1,633
Honeydew honey,0,0.0,0,747
Honeydew honey,1,0.0,0,723
Hop sprouts,1,0.0,0,616
Hops,0,0.0005026809651474531,3,5968
Hops,1,0.0005924170616113745,1,1688
Horse fresh meat,0,0.0,0,1333
Horse kidney,0,0.0,0,3
Horse liver,0,0.0,0,213
"Horse meat, dried",0,0.0,0,10
Horse mushrooms,0,0.0,0,11025
"Horse, fresh fat tissue",0,0.0,0,110
Horseradish roots,0,0.0,0,1865
Horseradish roots,1,0.0,0,313
Horseradish roots spice and similar-,0,0.0,0,1811
Huckleberries,0,1.159205248881367e-05,1,86266
Huckleberries,1,0.0,0,6538
Indian rice grain,0,0.0,0,630
Indian rice grain,1,0.0,0,475
Infant and follow-on formulae,0,0.0,0,117
"Infant formula, based on protein hydrolysates, powder",0,0.0007192950908110052,4,5561
"Infant formula, milk and soya-based, powder",0,0.0,0,347
"Infant formula, milk-based, liquid",0,0.0,0,6503
"Infant formula, milk-based, liquid",1,0.0,0,1760
"Infant formula, milk-based, powder",0,0.0002438599547117227,7,28705
"Infant formula, milk-based, powder",1,0.0005189413596263622,4,7708
Infant formulae,0,0.0,0,29447
Infant formulae,1,0.0,0,2377
"Infant formulae, liquid",0,0.0,0,1256
"Infant formulae, powder",0,0.0026845637583892616,8,2980
"Infant formulae, powder",1,0.0008775778850372971,2,2279
Insects and arachnids (including species only consumed outside EU),0,0.0,0,50
Instant coffee powder,1,0.0,0,817
Isolated proteins and other protein products,0,0.0,0,274
Isolated proteins and other protein products,1,0.0,0,273
Jack beans (dry),0,0.0,0,1362
Jackfruits,0,0.0,0,1804
Jambuls,0,0.0,0,317
Japanese plums,0,0.0011037527593818985,1,906
Jasmine infusion flowers and similar-,0,0.0,0,205
Jerusalem artichokes,0,0.0,0,6425
Jerusalem artichokes,1,0.0,0,616
Jew's ears,0,0.0010070493454179255,1,993
"Juice concentrate, apple",0,0.0002199736031676199,1,4546
"Juice concentrate, black currant",0,0.0,0,302
"Juice concentrate, orange",0,0.0,0,2652
"Juice concentrate, peach",0,0.001226993865030675,1,815
"Juice concentrate, plum",0,0.0,0,410
"Juice concentrate, strawberry",0,0.0,0,276
"Juice concentrate, strawberry",1,0.0,0,275
"Juice concentrate, sweet cherry",0,0.0,0,406
"Juice, apple",0,0.0,0,20781
"Juice, apple",1,0.0,0,3859
"Juice, black currant",0,0.0,0,472
"Juice, black currant",1,0.0,0,1
"Juice, carrot",0,0.0,0,922
"Juice, carrot",1,0.0,0,1086
"Juice, citrus",0,0.0,0,308
"Juice, cranberry",0,0.0,0,355
"Juice, cranberry",1,0.0,0,476
"Juice, elderberry",0,0.0,0,1
"Juice, elderberry",1,0.0,0,238
"Juice, grape",0,0.0,0,427
"Juice, grape",1,0.0,0,917
"Juice, grapefruit",0,0.005190311418685121,3,578
"Juice, lemon",0,0.0,0,6637
"Juice, lemon",1,0.0,0,3433
"Juice, lime",0,0.0,0,5177
"Juice, lime",1,0.0,0,4065
"Juice, mango",0,0.0,0,110
"Juice, mixed fruit",0,0.0,0,196
"Juice, nectarine",0,0.0,0,406
"Juice, orange",0,0.00012367665974077373,5,40428
"Juice, orange",1,0.0,0,2969
"Juice, peach",0,0.0,0,638
"Juice, pear",0,0.0,0,15
"Juice, pear",1,0.0,0,1
"Juice, pineapple",0,0.0,0,5004
"Juice, pineapple",1,0.0,0,274
"Juice, pomegranate",1,0.0,0,1096
"Juice, tomato",0,0.001075268817204301,2,1860
"Juice, tomato",1,0.0,0,322
Kaffir lime leaves,0,0.011029411764705883,3,272
Kaffir lime leaves,1,0.0,0,431
Kaffir limes,0,0.0,0,452
Kaki,0,0.00045033453422542463,14,31088
Kaki,1,0.0004752851711026616,1,2104
Kaki and similar-,0,0.00019036740909956216,2,10506
Kaki and similar-,1,0.0,0,272
Kales and similar-,0,0.00038351401104520354,15,39112
Kales and similar-,1,0.0,0,1865
Kefir,0,0.0,0,2
Khorasan wheat grain,0,0.0,0,271
Kidney bean (dry seeds),0,9.927529038022436e-05,1,10073
Kidney bean (dry seeds),1,0.0,0,1392
"Kiwi fruits (green, red, yellow)",0,8.989906504972349e-05,29,322584
"Kiwi fruits (green, red, yellow)",1,2.9722981809535132e-05,1,33644
Kiwi fruits and similar-,0,5.1904910204505343e-05,1,19266
Kiwi fruits and similar-,1,0.0,0,2607
Kiwiberries,0,0.0,0,687
Kohlrabi leaves,0,0.0005305039787798408,2,3770
Kohlrabi leaves,1,0.0,0,2072
Kohlrabies,0,0.0001376738131891513,11,79899
Kohlrabies,1,0.0,0,7083
Kumquats,0,0.0,0,1280
Kumquats,1,0.0,0,195
Lamb fresh meat,0,0.0,0,58
Lamb fresh meat,1,0.0,0,6
Lamb's lettuces,0,1.3405544533218939e-05,1,74596
Lamb's lettuces,1,0.0,0,13407
Lamb's lettuces and similar-,0,0.0,0,927
Langsats,0,0.004329004329004329,2,462
Laurel,0,0.0006025911419102139,2,3319
Leafy brassica,0,0.0008203445447087777,2,2438
Leafy vegetables,0,0.0,0,1082
Leeks,0,2.90666692503706e-05,3,103211
Leeks,1,0.0,0,5457
Leeks and similar-,0,0.0,0,1874
Leeks and similar-,1,0.0,0,526
"Legumes fresh seeds (beans, peas etc.)",0,0.0,0,254
Legumes with pod,0,0.0,0,8094
Lemon balm,0,0.0,0,431
Lemon essence,1,0.0,0,308
Lemongrass,0,0.0001684352366515075,1,5937
Lemongrass,1,0.0,0,472
Lemons,0,0.0006015315065965495,326,541950
Lemons,1,0.0,0,49281
Lemons and similar-,0,5.5328095606949206e-05,1,18074
Lemons and similar-,1,0.0,0,3408
Lentil (young pods),0,0.0036900369003690036,1,271
Lentils (dry),0,0.00028750851176515094,19,66085
Lentils (dry),1,0.00015252621544327932,4,26225
Lentils (dry) and similar-,0,0.0,0,4253
Lentils (dry) and similar-,1,0.0,0,1341
Lentils (without pods),0,0.0003023888720895071,1,3307
Lentils (without pods),1,0.0,0,763
"Lentils, fresh",0,0.0,0,730
Lesser galangal roots,0,0.0,0,431
Lettuces (generic),0,0.00013225413955456807,15,113418
Lettuces (generic),1,0.0,0,1176
Lettuces and similar-,0,0.0005397205122968754,37,68554
Lettuces and similar-,1,0.0,0,2608
Lima beans (dry),0,0.0,0,215
Lima beans (with pods),0,0.0,0,259
Lime infusion flowers,0,0.004914004914004914,2,407
Lime infusion flowers and similar-,0,0.0,0,655
Limes,0,0.0003174284950547982,19,59856
Limes,1,0.0,0,15425
Limes and similar-,0,0.0,0,7543
Limes and similar-,1,0.0,0,1537
Lingonberries,0,0.0,0,1
Linseed oil,0,0.0,0,1949
Linseeds,0,0.00036171122291276184,11,30411
Linseeds,1,4.415400918403391e-05,1,22648
Linseeds and similar-,0,0.0,0,83
Linseeds and similar-,1,0.0,0,508
Liquid egg products,0,0.0,0,40
Litchis,0,0.006828703703703704,59,8640
Lollo rosso,0,0.0001279263144428809,1,7817
Lollo rosso,1,0.0,0,1567
Longans,0,0.007876969242310577,21,2666
Loquats,0,0.0,0,111
Lovage leaves,0,0.0004528985507246377,1,2208
Macadamias,0,0.0,0,897
Main-crop potatoes,0,3.565920497802502e-05,8,224346
Main-crop potatoes,1,0.0,0,42303
Maize and similar-,0,0.0,0,35378
Maize flour,0,0.0001872308556450103,2,10682
Maize flour,1,0.0,0,2297
Maize grain,0,6.680472977486806e-05,2,29938
Maize grain,1,0.00015785319652722967,1,6335
"Maize oil, edible",0,0.0,0,2223
"Maize oil, edible",1,0.0,0,293
Maize semolina,0,0.0,0,12752
Maize semolina,1,0.0,0,4668
Maize starch,0,0.0,0,434
Malay pommarosas,0,0.00946372239747634,3,317
Mallard fresh meat,0,0.5,1,2
Mallow infusion leaves,0,0.0,0,208
Mallow leaves,0,0.003913894324853229,2,511
Malt coffee ingredient,0,0.0,0,475
Mammals liver,0,0.0,0,576
Mammey apple,0,0.0,0,238
Mandarins,0,0.00021824979073696536,85,389462
Mandarins,1,0.0,0,8023
Mandarins and similar-,0,0.00017400382808421786,6,34482
Mandarins and similar-,1,0.0,0,576
Mangoes,0,0.00018955549237039144,22,116061
Mangoes,1,0.0,0,6973
Mangoes and similar-,0,0.0,0,6380
Mangosteens,0,0.00044583147570218456,1,2243
Mangosteens,1,0.0,0,316
Marjoram,0,0.0,0,1533
"Marjoram, dry",0,0.0023544184586407157,15,6371
Mascarpone,0,0.0,0,93
Mastic thyme,0,0.0,0,212
Mate and similar-,0,0.0,0,119
Mate infusion material,0,0.003282994090610637,15,4569
Mate infusion material,1,0.0,0,408
Medlars,0,0.00018621973929236498,1,5370
Medlars and similar-,0,0.0,0,938
Melons,0,0.00011460770736832052,12,104705
Melons,1,0.0,0,3058
Melons and similar-,0,0.0,0,6669
Melons and similar-,1,0.0,0,720
Milk,0,0.0,0,1208
Milk,1,0.0,0,68
Milk powder,0,0.0,0,574
"Milk powder, full fat",0,0.0,0,1
Milk thistle seeds,0,0.002288329519450801,1,437
Millet flour,0,0.0004889975550122249,1,2045
Millet groats,0,0.00022087244616234125,4,18110
Millet rolled grains,0,0.00037253197566124423,3,8053
Minneolas,0,0.0,0,1135
Minor honey types,0,0.00033852403520649965,1,2954
Mints,0,0.0006598482349059716,16,24248
Mints,1,0.0,0,991
"Mints, dry",0,0.0006127450980392157,1,1632
"Mints, dry",1,0.0,0,273
Mirabelles,0,0.0003049710277523635,2,6558
Miscellaneous fruits with edible peel,1,0.0,0,222
Mixed cereal rolled grains,1,0.0,0,307
Mixed fruit juice,1,0.0,0,1384
Mizuna,0,0.003246753246753247,1,308
Morels,0,0.005791505791505791,6,1036
Moringa (with pods),0,0.0,0,942
Moringa infusion material,0,0.0,0,308
Moringa infusion material,1,0.0,0,296
Morning glory,0,0.0,0,1023
Moufflon fresh meat,0,0.0,0,10
Mountain tea,0,0.0,0,2035
Mountain tea,1,0.0,0,254
Mozzarella,0,0.0,0,2084
Mozzarella,1,0.0,0,921
Mukunuwenna,0,0.003246753246753247,1,308
Mulberries (black and white),0,0.0,0,831
Mulberries (black and white),1,0.0,0,838
Mulberries (black and white) and similar-,0,0.0,0,345
Mung bean sprouts,0,0.0,0,3022
Mung beans (dry),0,0.0010922992900054614,4,3662
Mung beans (dry),1,0.0,0,1525
Musky strawberries,0,0.0005398839249561345,4,7409
Mustard seeds,0,0.0009473774868659031,11,11611
Mustard seeds and similar-,0,0.0,0,618
Myrtle berries,0,0.0,0,1
Nameko,0,0.0,0,1
Naranjillas,0,0.013921113689095127,6,431
Nashi pears,0,6.364157067396423e-05,1,15713
Navy beans (dry seeds),0,0.0002330187580100198,2,8583
Navy beans (dry seeds),1,0.0,0,421
Nectarines,0,0.00016169840394163637,17,105134
Nectarines,1,0.0,0,2911
New potatoes,0,0.00012017545616600236,6,49927
New potatoes,1,0.0,0,6255
Non-fermented tea leaves (green or white tea),0,0.0008086017745530836,37,45758
Non-fermented tea leaves (green or white tea),1,0.0,0,21775
Northern highbush blueberry,0,0.0,0,3288
Northern highbush blueberry,1,0.0,0,275
Nutmeg seed,0,0.0,0,833
Nutmeg seed and similar-,0,0.0,0,1
Oat and similar-,0,0.0,0,284
Oat and similar-,1,0.0,0,2183
Oat bran,0,0.0,0,211
Oat bran,1,0.0020855057351407717,2,959
Oat flour,0,0.0007801833430856252,4,5127
Oat flour,1,0.0,0,1110
Oat grain,0,0.00011284134506883322,3,26586
Oat grain,1,6.170554115759595e-05,1,16206
"Oat grain, red",0,0.0,0,1761
Oat groats,0,0.0,0,1228
Oat high-bran flakes,0,0.0,0,143
Oat high-bran flakes,1,0.0,0,616
Oat rolled grains,0,7.164350193437455e-05,1,13958
Oat rolled grains,1,0.0,0,10665
"Oat rolled grains, wholemeal",0,0.0,0,464
Oil palms kernels and similar-,0,0.006896551724137931,1,145
Oilseeds,0,0.001170046801872075,3,2564
Okra,0,0.0007439092430723452,16,21508
Okra and similar-,0,0.0,0,197
Olive infusion leaves,1,0.0,0,255
"Olive oil, refined",0,0.0,0,1601
"Olive oil, virgin or extra-virgin",0,0.00018887524789876287,18,95301
"Olive oil, virgin or extra-virgin",1,0.00011761938367442955,1,8502
Olive oils,0,0.0001913143294432753,4,20908
Olive oils,1,0.0,0,2503
Olive pomace oil,0,0.0,0,1735
Olives for oil production,0,0.0,0,2087
Olives for oil production,1,0.0,0,110
Onion bulbs for fresh consumption,0,0.0010984987184181618,9,8193
Onion bulbs for fresh consumption,1,0.0,0,298
Onions,0,4.885370216069068e-05,18,368447
Onions,1,0.0,0,41234
Onions and similar-,0,0.0,0,8309
Onions and similar-,1,0.0,0,1469
Oranges,0,0.0001846047270228967,97,525447
Oranges,1,0.0,0,28456
Oranges and similar-,0,7.452675510508272e-05,1,13418
Oranges and similar-,1,0.0,0,1312
"Oranges, sweet",0,0.0,0,18302
"Oranges, sweet",1,0.0,0,1675
Oregano,0,0.00014518002322880372,1,6888
Oregano,1,0.0,0,1487
Other Aril spices,0,0.00041911148365465214,1,2386
Other Bulb vegetables,0,0.0,0,1451
Other Citrus fruits,0,0.0,0,115
Other Herbal infusion materials from flowers,0,0.014598540145985401,4,274
Other Herbal infusion materials from leaves and herbs,0,0.0005115089514066496,1,1955
Other Herbal infusion materials from leaves and herbs,1,0.0,0,355
Other Herbal infusion materials from roots,0,0.0,0,121
"Other Miscellaneous fruits with inedible peel, large",0,0.0,0,964
Other Pome fruits,0,0.0,0,496
Other Stone fruits,0,0.0,0,777
Other cane fruits,1,0.011494252873563218,3,261
Other cereals,0,0.0,0,493
Other cereals,1,0.0,0,251
Other edible flowers,0,0.0,0,308
Other food for infants and children,0,0.0,0,153
Other food for infants and children,1,0.0,0,464
Other head brassica (p),0,0.0,0,573
Other herbal infusion materials from any other parts of the plant,0,0.0,0,1030
Other leafy brassica (c),0,0.0,0,110
Other lettuces and salad plants,0,0.0,0,275
Other not listed other small fruits and berries,0,0.0,0,2851
Other pulses,0,0.0,0,198
Other seeds (including elsewhere non-listed oilseeds and other seeds),0,0.0,0,350
Other seeds (including elsewhere non-listed oilseeds and other seeds),1,0.0,0,705
"Other species of genus Pleurotus, not elsewhere mentioned",0,0.0,0,2146
"Other species of genus Pleurotus, not elsewhere mentioned",1,0.0,0,1682
"Other species of genus Triticum, not elsewhere mentioned",0,0.0,0,455
Other spinaches and similar leaves,0,0.004056795131845842,2,493
Oxheart tomato,1,0.0,0,308
Pak-choi,0,0.0,0,14345
Pak-choi,1,0.0,0,1650
Palm hearts,1,0.0,0,308
Palm oil/fat,0,0.0,0,4401
Pancetta,0,0.0,0,112
Papayas,0,0.0004621751643873028,22,47601
Papayas,1,0.0,0,1286
Papayas and similar-,0,0.0,0,1658
Paprika powder,0,0.005167746698384054,63,12191
Paprika powder,1,0.0,0,1118
Parsley,0,0.0004135877357450094,30,72536
Parsley,1,0.0,0,3036
Parsley (infusion fruits),0,0.0,0,1
Parsley and similar-,0,0.0,0,1565
Parsley roots,0,0.00033460903026120417,16,47817
Parsley roots,1,0.0,0,5799
Parsley roots and similar-,0,0.0,0,406
Parsnip roots,0,9.52018278750952e-05,1,10504
Parsnip roots,1,0.0,0,8628
Parsnips and similar-,0,0.0008329862557267805,2,2401
Partridge fresh meat,0,0.0,0,209
Passionfruits,0,0.0011846908923865476,49,41361
Passionfruits,1,0.0005452562704471102,1,1834
Passionfruits and similar-,0,0.0,0,4709
"Pasta for children (dry, to be cooked)",0,0.0,0,2726
"Pasta for children (dry, to be cooked)",1,0.0,0,25
Peaches and similar-,0,0.00022806908419895918,11,48231
Peaches and similar-,1,0.0,0,2571
Peanut butter,0,0.0,0,838
Peanut butter,1,0.0,0,1128
"Peanut oil, edible",0,0.0,0,586
Peanuts,0,0.0002778468332772765,19,68383
Peanuts,1,0.0,0,5525
Peanuts (fresh seeds),0,0.0,0,616
Peanuts and similar-,0,0.0,0,2175
Pearl onion,0,0.0,0,338
Pearl oyster mushrooms,0,0.00027344818156959256,1,3657
Pears,0,0.00013272951310060104,67,504786
Pears,1,2.9014942695488176e-05,1,34465
Pears and similar-,0,0.00010648493238206793,1,9391
Pears and similar-,1,0.0,0,317
Peas (dry) and similar-,0,0.00018953752843062926,5,26380
Peas (dry) and similar-,1,0.0,0,1250
Peas (with pods) and similar-,0,0.0001697408622835804,6,35348
Peas (with pods) and similar-,1,0.0,0,685
Peas (without pods) and similar-,0,4.935468746144165e-05,2,40523
Peas (without pods) and similar-,1,0.0,0,294
Peas shoots and sprouts,0,0.008823529411764706,6,680
Peas shoots and sprouts,1,0.008823529411764706,3,340
Pecans,0,0.0,0,7107
Pepper leaves,0,0.002564102564102564,1,390
"Peppercorn (black, green and white)",0,0.004604051565377533,10,2172
"Peppercorn (black, green and white)",1,0.0,0,308
"Peppercorn (black, green and white) and similar-",0,0.0,0,2
Peppermint,0,0.0,0,84
Peppers and similar-,0,0.00019464720194647202,2,10275
Peppers and similar-,1,0.0,0,981
"Peppers, dried",0,0.0025627883136852894,5,1951
"Peppers, dried",1,0.0,0,308
Perry,1,0.0,0,308
Pheasant fresh meat,0,0.0,0,233
Pickled / marinated vegetables,0,0.005891980360065467,18,3055
Pickled / marinated vegetables,1,0.0,0,542
Pig fat tissue,0,3.710437460576602e-05,1,26951
Pig fat tissue,1,0.0,0,244
Pig fresh meat,0,0.00012773023374632777,6,46974
Pig fresh meat,1,0.0,0,2821
Pig kidney,0,0.0,0,327
Pig kidney,1,0.0,0,2
Pig liver,0,0.0014135789248233025,33,23345
Pig liver,1,0.0,0,194
Pig minced meat,0,0.0,0,2765
Pig other slaughtering products,0,0.0,0,23
Pine nut kernels,0,0.0,0,649
Pineapples,0,6.941689805632685e-05,7,100840
Pineapples,1,0.0,0,2240
Pineapples and similar-,0,0.0,0,2496
Pistachios,0,0.0010163892770931266,8,7871
Pistachios,1,0.0,0,308
Pistachios and similar-,0,0.0,0,17
Pitayas,0,0.0032931527277246177,53,16094
Pitayas,1,0.0,0,319
Plantains,0,0.0,0,13632
Plantains,1,0.0,0,2772
Pleurotus,0,0.0003061224489795918,3,9800
Plum tomato,0,0.00032351989647363315,1,3091
Plums,0,0.00018916405252455192,48,253748
Plums,1,0.0,0,8114
Plums and similar-,0,0.0,0,14221
Plums and similar-,1,0.0,0,1257
Podded pea (young pods),0,0.0004226867506916692,11,26024
Pointed head cabbages,0,0.0,0,8356
Pointed head cabbages,1,0.0,0,431
Pomelos,0,0.00028968713789107763,7,24164
Pomelos,1,0.0,0,308
Popcorn kernels,0,0.0,0,9151
Popcorn kernels,1,0.0,0,3332
Poppy seeds,0,0.0007522837184309511,14,18610
Poppy seeds,1,0.0,0,10
Poppy seeds and similar-,0,0.0,0,84
Pork lard,0,0.0,0,1
Potato flakes,0,0.0024691358024691358,3,1215
Potatoes,0,0.00017360337259741143,74,426259
Potatoes,1,0.0,0,35655
Potatoes and similar-,0,0.0,0,11348
Potatoes and similar-,1,0.0,0,1862
Poultry fat tissue,0,0.0,0,23937
Poultry fat tissue,1,0.0,0,1892
Poultry fresh meat (muscle meat),0,0.0,0,329
Poultry fresh meat (muscle meat),1,0.0,0,34
Poultry liver,0,1.0,2,2
Poultry other slaughtering products,0,0.0,0,256
"Preserved tomato, whole or pieces",0,0.0,0,10966
"Preserved tomato, whole or pieces",1,0.0,0,1313
Prickly pears,0,0.00018578727357176033,2,10765
Prickly pears,1,0.0,0,222
Prickly pears and similar-,0,0.009569377990430622,8,836
Prickly pears and similar-,1,0.0,0,110
Processed cereal-based food for infants and young children,0,0.0003996403237086622,4,10009
Processed cereal-based food for infants and young children,1,0.0,0,21829
Processed cheese wedges and similar,0,0.0,0,1
"Processed cheese, sliceable",0,0.0,0,70
"Processed cheese, spreadable",0,0.0,0,1
Processed maize-based flakes,0,0.0,0,4884
Processed mixed cereal-based flakes,0,0.0,0,135
Processed oat-based flakes,0,0.0038038884192730348,9,2366
Processed oat-based flakes,1,0.0,0,1247
Processed rye-based flakes,0,0.0,0,307
Processed rye-based flakes,1,0.0,0,308
Processed wheat-based flakes,0,0.0035335689045936395,2,566
Pulses (dried legume seeds),0,0.0,0,2960
Pumpkin seed oil,0,0.003037667071688943,20,6584
Pumpkin seeds,0,0.0004040812203252854,4,9899
Pumpkin seeds,1,0.0,0,1966
Pumpkin seeds and similar-,0,0.0013012361743656475,2,1537
Pumpkin seeds and similar-,1,0.0,0,214
Pumpkins,0,7.403490216816499e-05,7,94550
Pumpkins,1,0.0,0,31167
Pumpkins and similar-,0,0.00040112314480545525,1,2493
Pumpkins and similar-,1,0.0,0,373
Puntarelle,0,0.0,0,186
Quail eggs,0,0.002320185614849188,2,862
Quail fresh meat,0,0.0,0,49
Quark,0,0.0,0,46
Quinces,0,0.0003821534346039935,4,10467
Quinces and similar-,0,0.0,0,83
Quinoa grain,0,0.0002324770428920144,2,8603
Quinoa grain,1,0.00024080911863862578,3,12458
Rabbit fresh meat,0,0.0,0,401
Rabbit liver,0,1.0,1,1
"Rabbit, fresh fat tissue",0,0.0,0,74
Radicchio,0,0.0,0,3796
Radicchio,1,0.0,0,498
Radish leaves,0,0.0029239766081871343,5,1710
Radish leaves,1,0.0,0,2070
Radish sprouts,0,0.008823529411764706,6,680
Radishes,0,0.0003385675091938591,29,85655
Radishes,1,0.0,0,3665
Radishes and similar-,0,0.00010588733587462939,1,9444
Radishes and similar-,1,0.0,0,311
Rakkyo,0,0.0,0,289
Rambutans,0,0.0029455081001472753,8,2716
"Rape seed oil, edible",0,0.00026896180742334586,4,14872
"Rape seed oil, edible",1,0.0,0,2883
Rapeseeds,0,0.002873681185598752,70,24359
Rapeseeds and similar-,0,0.0,0,5019
Rapini,0,0.0,0,144
Raspberries (red and yellow),0,0.00010749477455957002,18,167450
Raspberries (red and yellow),1,0.0,0,2951
Raspberries and similar-,0,7.003291547027102e-05,1,14279
Ratites fresh meat,0,0.0,0,92
Ratites liver,0,0.0,0,7
Ready-to-eat cereal-based meal for children,0,0.0,0,290
Ready-to-eat cereal-based meal for children,1,0.0,0,1406
Ready-to-eat dairy-based meal for children,0,0.0,0,200
Ready-to-eat fish-based meal for children,0,0.0,0,1
Ready-to-eat fruit-based meal for children,0,0.0001952362358453729,5,25610
Ready-to-eat fruit-based meal for children,1,4.030064279525258e-05,2,49627
Ready-to-eat meal for infants and young children,0,0.0013408677329757685,14,10441
Ready-to-eat meal for infants and young children,1,0.0,0,7705
Ready-to-eat meat-based meal for children,1,0.005405405405405406,3,555
Ready-to-eat mixed meal for children,0,0.0,0,941
Ready-to-eat mixed meal for children,1,0.0005284015852047556,2,3785
Ready-to-eat vegetable-based meal for children,0,0.00028231042854723055,5,17711
Ready-to-eat vegetable-based meal for children,1,2.8541256386106115e-05,1,35037
Red cabbages,0,2.5469271324147418e-05,1,39263
Red cabbages,1,0.0,0,3222
Red or rosé sparkling wine,0,0.0,0,518
Red or rosé sparkling wine,1,0.0,0,272
Red pitayas,0,0.0,0,459
Red pitayas,1,0.0,0,431
Redcurrants,0,0.0001223487463623096,14,114427
Redcurrants,1,0.0,0,2925
Refined beet sugar,0,0.0,0,726
Refined cane sugar,0,0.0,0,811
Reindeer meat,0,0.0,0,424
Rhubarbs,0,2.160853969488742e-05,1,46278
Rhubarbs,1,0.0,0,890
Rice and similar-,0,0.0006452893874714583,13,20146
Rice and similar-,1,0.0,0,770
Rice flour,0,0.0003322259136212625,1,3010
Rice flour,1,0.0,0,2412
Rice grain,0,0.00039975910620093863,77,192616
Rice grain,1,0.0,0,25505
"Rice grain, brown",0,0.000525368952286947,33,62813
"Rice grain, brown",1,5.5404731564075574e-05,1,18049
"Rice grain, glutinous",0,0.0005730659025787965,1,1745
"Rice grain, glutinous",1,0.0,0,547
"Rice grain, long-grain",0,0.0007748547147409861,62,80015
"Rice grain, long-grain",1,0.0,0,29214
"Rice grain, polished",0,0.0004743628444521109,11,23189
"Rice grain, polished",1,0.0,0,1238
"Rice grain, red",0,0.0,0,1387
"Rice grain, red",1,0.0,0,584
Rice rolled grains,0,0.0,0,283
Rice rolled grains,1,0.0,0,566
Ricotta,0,0.0,0,120
Ricotta,1,0.0,0,61
Ripened cheese,0,0.0,0,121
Roe deer meat,0,0.0,0,170
Romaines,0,0.0,0,27308
Romaines,1,0.0,0,5336
Roman rocket,0,0.00010581210792835009,7,66155
Roman rocket,1,0.0,0,4161
Roman rocket and similar-,0,0.00047952431188261245,5,10427
Romanesco cauliflowers,0,0.0005991611743559018,1,1669
Romanesco cauliflowers,1,0.0,0,489
Rooibos,0,0.0004878048780487805,2,4100
Rooibos,1,0.0,0,2966
Rooibos and similar-,1,0.0,0,317
Root parsley leaves,0,0.0,0,769
Rose hips,0,0.0,0,1627
Rose infusion flowers,0,0.0,0,862
Rose infusion flowers and similar-,1,0.0,0,282
Roselle leaves,0,0.0,0,509
Rosemary,0,0.0,0,7582
"Rosemary, dry",0,0.0,0,1211
"Rosemary, dry",1,0.0,0,195
Royal jelly,0,0.0,0,2
Royal jelly,1,0.0,0,606
Rum,1,0.0,0,259
Rye and similar-,0,0.0,0,14983
Rye and similar-,1,0.0,0,5722
Rye flour,0,0.0,0,11440
Rye flour,1,0.0,0,8381
"Rye flour, medium",0,0.004335260115606936,9,2076
"Rye flour, medium",1,0.0,0,308
"Rye flour, refined",0,0.002533783783783784,3,1184
"Rye flour, refined",1,0.006430868167202572,4,622
"Rye flour, wholemeal",0,0.00013553073837146266,5,36892
"Rye flour, wholemeal",1,5.815813196080142e-05,2,34389
Rye grain,0,0.00011565312473715199,11,95112
Rye grain,1,0.0,0,42254
Rye groats,0,0.0,0,1304
Rye groats,1,0.0,0,1426
Rye rolled grains,0,0.0,0,352
"Safflower seed oil, edible",0,0.004866180048661801,2,411
"Safflower seed oil, edible",1,0.0,0,308
Safflower seeds,0,0.0,0,1404
Saffron,0,0.00392156862745098,1,255
Saffron,1,0.0,0,254
Sage,0,0.000547645125958379,1,1826
"Sage, dry",1,0.0,0,308
Salaks,0,0.0,0,275
Salmonberries,0,0.0,0,431
Salsifies,0,0.0,0,2827
Salsifies,1,0.0,0,1136
Salted vegetables,0,0.006334310850439883,54,8525
Satsumas,0,0.0,0,6055
Sauerkraut,0,0.0,0,146
Savoy cabbages,0,0.0001355442100031627,3,22133
Savoy cabbages,1,0.0,0,2459
Scorzonera,0,0.0,0,274
Sea buckthorns,0,0.0005467468562055768,1,1829
Sea buckthorns,1,0.0,0,275
Seed oils,0,0.0017421602787456446,1,574
Seed oils,1,0.0,0,309
Semolina,0,0.0,0,1380
