product,organic,avg_combined_mrl_ratio,median_combined_mrl_ratio,p90_combined_mrl_ratio,p95_combined_mrl_ratio,avg_substances_found,median_substances_found,p90_substances_found,p95_substances_found,samples
"Coffee beans, roasted",1,0.0425,0.0,0.10199999999999995,0.22099999999999984,0.125,0.0,0.2999999999999998,0.6499999999999995,8
"Coffee beans, roasted and decaffeinated",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"Coffee ground, roasted",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
Coffee ingredients (RPC derivatives),0,0.3080630630630631,0.0,1.0289999999999997,1.6039999999999983,0.7027027027027027,0.0,3.0,3.1999999999999957,37
Coloured carrots varieties,0,1.238,1.238,1.238,1.238,3.0,3.0,3.0,3.0,1
Comb honey,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
Common banana,0,17.027610126738033,0.14166666666666666,0.8176190476190478,220.3310134920635,23.14470284237726,2.0,5.0,271.0,387
Common banana,1,0.11932703081232493,0.0,0.16578571428571443,1.1684047619047546,0.4117647058823529,0.0,1.0,2.0,102
Common banana - acuminata cultivars,0,0.30407142857142855,0.1397857142857143,0.7872714285714283,1.1851285714285706,1.8918918918918919,2.0,3.0,3.1999999999999957,37
Common banana - paradisiaca cultivars,0,0.15423809523809523,0.11980952380952381,0.27681904761904763,0.3000761904761904,2.5,2.5,3.0,3.0,4
Common jasmine infusion flowers,0,2.6666666666666665,0.0,6.4,7.199999999999999,0.3333333333333333,0.0,0.8,0.8999999999999999,3
Common millet and similar-,0,0.09375,0.0,0.0,0.375,0.0625,0.0,0.0,0.25,16
Common millet and similar-,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Common millet grain,0,5.171703439153439,0.0,0.4240000000000005,1.451999999999998,6.177777777777778,0.0,1.0,1.0,45
Common millet grain,1,0.05985507217391305,0.0,0.0,0.47699999999999926,0.08695652173913043,0.0,0.0,0.8999999999999986,23
Common mushrooms,0,0.0927637824754902,0.0,0.22009055000000002,0.4669999999999993,0.5441176470588235,0.0,2.0,2.0,272
Common mushrooms,1,0.006348958333333333,0.0,0.0,0.016116666666666658,0.09375,0.0,0.0,1.0,32
Common peaches,0,9.278505246462974,0.1866,1.4979333333333333,7.352358333333333,13.91373801916933,2.0,6.0,9.75,626
Common peaches,1,0.08827777777777779,0.0,0.07950000000000002,0.4647833333333327,0.6666666666666666,0.0,1.0,3.2499999999999964,12
Common vervain infusion leaves,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Common walnut,0,0.009259259259259259,0.0,0.022222222222222223,0.024999999999999994,0.3333333333333333,0.0,0.8,0.8999999999999999,3
Common wheat grain,0,0.7665367598566308,0.0,0.33074857142857145,0.42959999999999965,1.3548387096774193,0.0,2.0,3.0,465
Common wheat grain,1,0.11317692307692308,0.0,0.0010799999999999985,0.36214999999999975,0.17307692307692307,0.0,0.8999999999999986,1.0,52
Condensed milk (sometimes with added sugars),0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Cooked cured (or seasoned) poultry meat,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
Cooked pork ham,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Coriander leaves,0,13.847038326432022,0.2299404761904762,19.275998476190495,69.19437619047599,3.579710144927536,2.0,7.200000000000003,10.0,69
Coriander leaves,1,0.02085714285714286,0.015714285714285715,0.041971428571428576,0.04698571428571427,1.0,1.0,1.7000000000000002,1.8499999999999996,4
Coriander seed,0,0.04396666666666667,0.0,0.19096666666666667,0.19531666666666667,0.4,0.0,1.0999999999999996,1.549999999999999,10
Cottage cheese,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Cotton seeds,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Courgette (edible flowers),0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Courgettes,0,2.6919178225325218,0.0,0.4215000000000004,1.000078,4.31203007518797,0.0,3.0,3.1499999999999773,798
Courgettes,1,0.062180740740740745,0.0,0.167,0.37099999999999994,0.3111111111111111,0.0,1.0,1.5499999999999972,90
Courgettes and similar-,0,0.13763999999999998,0.0,0.42000000000000026,0.8953999999999995,0.7636363636363637,0.0,2.0,4.0,55
Courgettes and similar-,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
Cow milk,0,7.508842299262801,0.0,0.0,0.19544999999999993,9.311715481171548,0.0,0.0,1.0,478
Cow milk,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"Cow milk, natural high fat",0,0.004255555555555556,0.0,0.0,0.02652499999999999,0.07222222222222222,0.0,0.0,1.0,180
"Cow milk, natural high fat",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
"Cow milk, semi skimmed (half fat)",0,0.041400000000000006,0.0,0.0,0.0,0.08,0.0,0.0,0.0,25
"Cow milk, semi skimmed (half fat)",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"Cow milk, skimmed (low fat)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
"Cow milk, whole",0,0.004748644986449865,0.0,0.0,0.0,0.02981029810298103,0.0,0.0,0.0,369
"Cow milk, whole",1,0.00039999999999999996,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,55
"Cow, ox or bull fresh meat",0,0.21613657142857143,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,350
"Cow, ox or bull fresh meat",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
Cowberries,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Cowberries,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Crab apples,0,0.04728148148148148,0.0,0.0,0.016259999999999997,0.06481481481481481,0.0,0.0,1.0,108
Cranberries,0,0.04615384615384615,0.0,0.0,0.23999999999999913,0.07692307692307693,0.0,0.0,0.3999999999999986,13
Cranberries and similar-,0,0.07975583333333333,0.0,0.09016249999999973,0.4358937499999992,0.7,0.0,1.3999999999999986,3.1999999999999957,10
Cranberries and similar-,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Cream cheese,1,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1
Cream sprayable,0,0.3384313725490196,0.0,0.7,2.16,0.29411764705882354,0.0,1.0,1.0,51
"Cream, plain",0,1.1681040166584,0.0,3.7620000000000005,7.8659999999999854,0.28,0.0,1.0,1.0,25
"Cream, plain",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Cresses,0,0.2222222222222222,0.0,0.40000000000000036,1.1999999999999993,0.1111111111111111,0.0,0.20000000000000018,0.5999999999999996,9
Crisp lettuces,0,0.12458214835164835,0.000425,0.031006047619047617,0.06985185714285662,1.4849498327759196,1.0,4.0,6.0,299
Crisp lettuces,1,0.006714285714285714,0.0,0.01699999999999999,0.029214285714285682,0.3,0.0,1.0,1.0,10
Cucumbers,0,12.981326367984694,0.038,0.9996600000000001,191.4192857142857,19.675,1.0,6.0,271.0,1120
Cucumbers,1,0.023527397260273974,0.0,0.03383999999999997,0.09599999999999938,0.2054794520547945,0.0,1.0,1.0,73
Cucumbers and similar-,0,0.13115633802816903,0.0056,0.43333333333333335,0.5055000000000001,1.0,1.0,3.0,4.0,71
Cucumbers and similar-,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
Cultivated fungi and similar-,0,4.874416725698543,0.0,0.162,0.232,5.586776859504132,0.0,1.0,2.0,121
Cultivated fungi and similar-,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Cumin seed,0,14.888104144620813,0.38,65.62872761904762,103.68444126984126,16.266666666666666,1.0,21.0,24.799999999999997,45
Cumin seed,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Cured seasoned pork meat,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Curly endives,0,62.09202182539683,0.4294,173.51414111111114,210.51171420634913,81.75,2.0,227.30000000000007,275.14999999999986,4
Curly kales,0,0.8931159486016629,0.10476190476190475,1.61022,3.055783333333332,2.2222222222222223,2.0,4.0,4.0,63
Curly kales,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"Currants (black, red and white)",0,30.726211894586896,0.3716,214.6030188888889,248.82457222222223,41.97435897435897,4.0,272.0,322.0,39
Currants and similar-,0,0.07,0.07,0.07,0.07,1.0,1.0,1.0,1.0,1
Curry leaves,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
Cutting lettuces,0,0.1039962962962963,0.03233333333333333,0.2988833333333334,0.33665,2.3333333333333335,1.0,5.0,5.0,9
Cutting lettuces,1,0.001375,0.0,0.003850000000000001,0.004674999999999998,0.25,0.0,0.7000000000000002,0.8499999999999996,4
Daikon,0,0.015666666666666666,0.015,0.0286,0.0303,0.6666666666666666,1.0,1.0,1.0,3
Dairy fats,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Damsons,0,12.378444444444446,8.461833333333333,24.586366666666667,26.60193333333333,8.0,8.0,12.0,12.5,3
Dandelions,0,0.9771866666666666,0.9771866666666666,0.9771866666666666,0.9771866666666666,5.0,5.0,5.0,5.0,1
Dasheen taros,0,0.19603658536585364,0.0,0.3135000000000001,0.9400000000000005,0.12195121951219512,0.0,1.0,1.0,82
Dates,0,1.3546936936936937,0.0,3.7499999999999964,9.087599999999997,0.6756756756756757,0.0,3.0,4.199999999999996,37
Dates,1,0.1625,0.0,0.3899999999999998,0.8449999999999993,0.125,0.0,0.2999999999999998,0.6499999999999995,8
Dates and similar-,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Deer fresh meat,0,0.003278688524590164,0.0,0.0,0.025,0.06557377049180328,0.0,0.0,1.0,61
Deer kidney,0,0.06366666666666668,0.0,0.19266666666666685,0.31133333333333335,0.3,0.0,1.0,1.0,20
Deer liver,0,0.07893939393939393,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,22
"Deer, fallow fresh meat",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
"Deer, fresh fat tissue",0,0.5065714285714286,0.0,1.4276000000000013,2.4637999999999973,0.2857142857142857,0.0,1.0,1.0,7
"Deer, red fresh meat",0,0.06,0.0,0.14400000000000002,0.16199999999999998,0.3333333333333333,0.0,0.8,0.8999999999999999,3
Dill leaves,0,4.541024947478992,0.003,0.7389733333333346,1.3748813333333334,2.5588235294117645,1.0,7.0,8.0,68
Dill leaves,1,0.025176190476190477,0.019985714285714287,0.0502,0.053799999999999994,2.0,2.0,3.0,3.0,4
Dog rose,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
Dried apples,0,0.12875,0.12875,0.21175,0.22212499999999996,1.5,1.5,1.9,1.95,2
Dried apricots,0,0.5088264227642276,0.0725,1.6749999999999998,2.4595,1.4634146341463414,1.0,3.0,4.0,41
Dried apricots,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
Dried bananas,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Dried bananas,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
Dried dates,0,0.4001463768115942,0.106,0.3125999999999995,2.2375000000000016,0.9057971014492754,1.0,1.0,1.0,138
Dried dates,1,0.18561543209876544,0.123,0.3890000000000007,0.6689666666666666,0.8148148148148148,1.0,1.0,1.0,27
Dried figs,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
Dried figs,1,0.07425,0.07425,0.13365,0.14107499999999998,0.5,0.5,0.9,0.95,2
Dried fruit,0,0.5427836405529954,0.0,0.23931666666666665,2.17,0.8387096774193549,0.0,1.0,5.0,31
Dried fruit,1,1.0125,0.0,2.9899999999999993,4.844999999999997,0.25,0.0,1.0,1.0,8
Dried herbs,0,3.9464948509561304,0.189,1.8693333333333335,4.359999999999999,1.4356955380577427,1.0,3.0,5.0,381
Dried herbs,1,0.22003796296296296,0.10025,0.392225,1.0917999999999977,0.5555555555555556,1.0,1.0,1.0,45
Dried mangoes,0,0.008375,0.0,0.023450000000000006,0.02847499999999999,0.25,0.0,0.7000000000000002,0.8499999999999996,4
Dried mangoes,1,1.0464444444444443,0.5693333333333334,2.1698666666666666,2.369933333333333,1.3333333333333333,2.0,2.0,2.0,3
Dried mushrooms,0,20.0760998015873,0.6000000000000001,70.45166666666672,132.89999999999992,6.4375,1.0,2.0,2.6499999999999986,48
Dried mushrooms,1,17.174,1.2,40.24,45.12,1.0,1.0,1.0,1.0,3
Dried nuts/seeds and related flours and powders,0,0.09735353535353536,0.0,0.3128,0.3164666666666667,0.3333333333333333,0.0,1.0,1.0,33
Dried nuts/seeds and related flours and powders,1,0.25933333333333336,0.284,0.363,0.38816666666666666,0.8333333333333334,1.0,1.0,1.0,6
Dried prunes,0,4.287530434782609,0.0,0.7387600000000005,31.602119999999953,1.434782608695652,0.0,2.0,2.8999999999999986,23
Dried prunes,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Dried starchy roots and tuber products,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Dried vegetables,0,3.832817595266695,0.33,1.3,3.8625,4.108108108108108,1.0,2.0,3.0,111
Dried vegetables,1,0.8936363636363637,0.139,0.8140000000000001,4.507,0.5454545454545454,1.0,1.0,1.0,11
Dried vine fruits (raisins etc.),0,7.5133062338217345,0.37566666666666665,3.783225952380952,15.2958066666666,14.403846153846153,5.0,20.099999999999994,24.0,260
Dried vine fruits (raisins etc.),1,3.7557296507936506,0.0,0.021200000000000017,0.2659999999999997,5.52,0.0,1.0,1.0,50
"Duck fat, processed",0,16.14677083333333,10.071,30.136749999999992,51.2134583333333,26.5,21.0,48.79999999999998,78.89999999999995,8
Duck fresh meat,0,0.004361233480176211,0.0,0.0,0.0,0.013215859030837005,0.0,0.0,0.0,227
Duck fresh meat,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Duck liver,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
"Duck, fresh fat tissue",0,24.156355151515154,0.0,120.56177575757589,154.00951515151516,33.12,0.0,165.20000000000013,204.0,25
Durians,0,107.4845,72.345,240.95360000000002,263.10079999999994,5.25,3.5,11.000000000000002,12.499999999999996,4
Durum wheat grain,0,0.04024491596638655,0.0,0.09000000000000022,0.14499999999999993,0.23529411764705882,0.0,1.0,1.0,85
Durum wheat grain,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
Eddoe taros,0,28.531,28.531,51.3558,54.20889999999999,1.0,1.0,1.8,1.9,2
Einkorn wheat grain,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Einkorn wheat grain,1,0.18799999999999997,0.0,0.4512,0.5075999999999999,0.3333333333333333,0.0,0.8,0.8999999999999999,3
Elderberries,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
Emmer wheat grain,0,0.005106382978723404,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,47
Emmer wheat grain,1,0.5046666666666667,0.518,0.5348,0.5369,1.0,1.0,1.0,1.0,3
Enokitake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Equine fat tissue,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Equine liver,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Equine other slaughtering products (generic),0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Escaroles,0,0.11169697278911564,0.006,0.17895542857142863,0.49648266666666646,1.7142857142857142,1.0,4.800000000000011,6.0,203
Escaroles,1,0.01171063492063492,0.00451,0.02141714285714287,0.05285142857142854,0.5555555555555556,1.0,1.0,1.0,9
Escaroles and similar-,0,0.16023813664596273,0.0,0.2944906666666667,1.1409447619047606,1.0434782608695652,0.0,3.8000000000000007,4.899999999999999,23
Essences and extracts,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
European buffalo milk,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
European moose meat,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
"Extra hard cheese (parmesan, grana type)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Fennel leaves,0,0.0010827551020408163,0.0,0.003111714285714288,0.004657999999999996,0.8571428571428571,0.0,2.200000000000001,3.099999999999998,7
Fennel seed,0,7.961150000000001,5.095750000000001,15.486000000000002,16.648,2.8,3.0,5.2,5.6,5
Fenugreek leaves,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Fenugreek seed,0,0.030233333333333334,0.0,0.05514000000000005,0.16256999999999994,0.3333333333333333,0.0,1.0,1.0,9
Field beans (dry seeds),0,0.45908890386343215,0.34924999999999995,0.7620833333333334,1.2939999999999998,1.0754716981132075,1.0,2.0,2.0,106
Field beans (dry seeds),1,0.25027272727272726,0.293,0.4144000000000001,0.5064749999999999,0.8636363636363636,1.0,1.0,1.0,22
Figs,0,0.4028206751054852,0.0,0.09560000000000109,1.1709999999999945,0.2911392405063291,0.0,1.0,3.0,79
Figs,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Filberts,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Fingerrot roots,0,0.3141666666666667,0.085,0.742,1.1459999999999995,0.8333333333333334,0.5,1.9000000000000004,2.8999999999999986,12
Firm-ripened blue mould-veined cheese,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Firm/semi-hard cheese (gouda and edam type),0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
Firm/semi-hard cheese (gouda and edam type),1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Flageolets (dry seeds),1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Flat peaches,0,0.39818984126984125,0.24933333333333335,0.8142666666666667,0.95,3.5238095238095237,4.0,4.0,7.0,21
Florence fennels,0,0.08666638157894736,0.00345,0.035548333333333335,0.5440549999999988,1.144736842105263,1.0,3.0,3.0,152
Florence fennels,1,0.0057955555555555555,0.0,0.02562,0.028379999999999996,0.4,0.0,1.5999999999999996,2.0,15
Florence fennels and similar-,0,0.08517995169082127,0.008888888888888889,0.06554000000000003,0.10961999999999993,1.3478260869565217,1.0,3.0,3.0,23
Florence fennels and similar-,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Flour mix (like wheat/rye/barley/oats and other),0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
Flowers used for herbal infusions,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"Follow-on formula, based on protein hydrolysates, powder",0,0.8850574666666667,0.0,2.6551724,3.7275862,0.3333333333333333,0.0,1.0,1.0,6
"Follow-on formula, milk-based, liquid",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
"Follow-on formula, milk-based, liquid",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"Follow-on formula, milk-based, powder",0,43.944646039325846,0.0,313.2000000000001,399.9999999999999,0.2247191011235955,0.0,1.0,1.0,89
"Follow-on formula, milk-based, powder",1,43.3681610074074,0.0,152.5809779400008,383.8,0.2962962962962963,0.0,1.0,1.0,27
Follow-on formulae,0,0.04375,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,64
Follow-on formulae,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
"Follow-on formulae, liquid",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"Follow-on formulae, powder",0,0.3239916666666667,0.0,1.063,1.8634999999999982,0.4166666666666667,0.0,1.6999999999999993,2.0,24
"Follow-on formulae, powder",1,0.4002,0.0,1.2168400000000004,1.6484199999999989,0.7142857142857143,0.0,2.0,2.0,7
Food for infants and young children,0,0.02631578947368421,0.0,0.0,0.0,0.008771929824561403,0.0,0.0,0.0,114
French beans (with pods),0,0.9509373964191976,0.01727142857142857,0.15401333333333345,0.7562303571428539,1.2007874015748032,1.0,3.0,4.0,508
French beans (with pods),1,0.07606753968253968,0.0,0.13509000000000007,0.5069299999999983,0.6333333333333333,0.0,2.0,2.0,30
French beans canned,0,0.018238095238095237,0.024,0.02697142857142857,0.02734285714285714,1.6666666666666667,2.0,2.0,2.0,3
Fresh uncured cheese,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
Fruit and vegetable juices and nectars specific for infants and young children,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43
Fruit and vegetable juices and nectars specific for infants and young children,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
Fruit juice concentrates,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Fruit juices (100% from named source),0,0.026631884057971015,0.0,0.06308000000000001,0.09055999999999996,0.6521739130434783,0.0,1.0,2.799999999999997,23
Fruit juices (100% from named source),1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
Fruit or fruit-vegetable puree,0,2.04,2.04,2.04,2.04,2.0,2.0,2.0,2.0,1
Fruit or fruit-vegetable puree,1,0.11844999999999999,0.0,0.35534999999999994,0.5330249999999999,0.6666666666666666,0.0,2.0,3.0,6
Fruit used as fruit,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Fruiting vegetables,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Fungi,0,0.56,0.56,0.56,0.56,1.0,1.0,1.0,1.0,1
Fuzzy kiwifruit,0,0.0038518518518518515,0.0,0.015333333333333334,0.018,0.2222222222222222,0.0,1.0,1.0,9
Fuzzy kiwifruit,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Gages,0,0.2374,0.2374,0.2374,0.2374,2.0,2.0,2.0,2.0,1
Galangal roots,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Garden peas (dry),0,6.090612731481482,0.0,1.0965000000000042,10.879999999999987,7.291666666666667,0.0,2.0,2.0,48
Garden peas (dry),1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Garden peas (with pods),0,1.1447180952380953,0.024,0.29000000000000004,0.7455999999999994,1.457142857142857,1.0,3.0,4.0,35
Garden peas (without pods),0,0.32195039682539683,0.0,0.8200000000000003,1.0469166666666663,0.9166666666666666,0.0,3.0,3.0,48
Garden peas (without pods),1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Garlic,0,0.09426049145299145,0.0,0.1207,0.46740000000000004,0.5448717948717948,0.0,2.0,3.0,156
Garlic,1,0.0365,0.0,0.08759999999999994,0.18979999999999983,0.125,0.0,0.2999999999999998,0.6499999999999995,8
Garlic and similar-,0,0.0085875,0.0,0.001959999999999998,0.00653999999999999,0.25,0.0,0.6999999999999993,1.0,24
Garlic and similar-,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Gherkins,0,9.739098201415702,0.0,1.3241433333333346,9.984150000000023,13.83108108108108,0.0,4.0,4.650000000000006,148
Gherkins,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Gherkins and similar-,0,0.0068,0.0068,0.01224,0.01292,0.5,0.5,0.9,0.95,2
Gherkins and similar-,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Ginger roots,0,3.2012177655677654,0.0,1.28,5.4,0.46153846153846156,0.0,1.0,1.5,91
Ginger roots,1,0.0772765503875969,0.0,0.1721,0.305,0.22093023255813954,0.0,1.0,1.0,86
Ginger roots and similar-,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Ginger roots spice,0,0.275,0.0,0.7059999999999997,1.092999999999999,0.5,0.0,1.0999999999999996,1.549999999999999,10
Ginseng and similar-,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Ginseng infusion roots,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Ginseng infusion roots,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Glassworts,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Globe artichokes,0,0.04316523002421307,0.0,0.04802666666666676,0.07839999999999986,0.3050847457627119,0.0,1.0,2.0,59
Globe artichokes,1,0.10666666666666667,0.10666666666666667,0.192,0.20266666666666666,0.5,0.5,0.9,0.95,2
Globe artichokes and similar-,0,0.006976190476190476,0.0,0.011666666666666685,0.03918333333333331,0.21428571428571427,0.0,0.7000000000000011,1.3499999999999996,14
Globe artichokes and similar-,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Globe tomato,0,45.74726520420902,0.02,216.15996507936507,216.33969841269843,68.85393258426966,1.0,322.0,323.0,89
Globe tomato,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
Goat fat tissue,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83
Goat fresh meat,0,4.773170731707317e-05,0.0,0.0,0.0,0.04878048780487805,0.0,0.0,0.0,41
Goat fresh meat,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Goat kidney,0,0.06133333333333333,0.09666666666666666,0.106,0.108,0.6,1.0,1.0,1.0,5
Goat liver,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
Goat milk,0,0.018906617647058827,0.0,0.0,0.026652499999999975,0.08823529411764706,0.0,0.0,1.0,68
Goat milk,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
Gojiberry,0,0.534770238095238,0.049666666666666665,1.4622857142857146,1.8853333333333357,1.55,1.0,4.200000000000003,6.050000000000001,20
Gojiberry,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Gold of pleasure seeds,0,21.917583333333333,21.917583333333333,37.57165,39.52840833333333,3.5,3.5,5.5,5.75,2
Golden kiwifruit,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
Goose carcase,0,0.6798,0.6798,0.6798,0.6798,2.0,2.0,2.0,2.0,1
"Goose fat, processed",0,41.65870833333333,41.68058333333333,71.29016666666666,71.29016666666666,66.25,67.0,108.0,108.0,8
Goose fresh meat,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
Goose fresh meat,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"Goose, fresh fat tissue",0,11.718149270482604,0.0,3.228400000000017,110.2279606060605,15.814814814814815,0.0,7.6000000000000405,148.4999999999999,27
"Goose, fresh fat tissue",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"Gooseberries (green, red and yellow)",0,0.5449980345911949,0.13399166666666668,1.0071833333333333,2.354775,3.8773584905660377,4.0,6.0,7.75,106
Graham flour,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Granadillas,0,12.945379761904762,9.393144047619048,27.15215,34.96607499999999,6.125,5.5,9.6,10.299999999999999,8
Granate apples,0,1.2375614089367526,0.0,1.3,3.0,1.1399416909620992,0.0,1.0,2.0,2401
Granate apples,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
Granate apples and similar-,0,0.33999999999999997,0.0,1.02,1.3599999999999997,0.2,0.0,0.6000000000000001,0.7999999999999998,5
Granate apples and similar-,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Grape leaves,0,130.21264840079365,7.638333333333334,254.22194000000005,365.91749999999985,9.758333333333333,4.0,10.100000000000009,14.099999999999994,120
Grape leaves,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
